,filename,fractal_dimension,entropy,lacunarity,SRE,LRE,RPC,Minor_Axis_Length,Solidity,Integrated_Density,Label
180,GBM-Grade IV-D9_0.jpg,1.5895436978022872,5.575712820496651,0.02225300935283,2.45,23.92,34.838,1.856375328,0.935252492,83062198,1
181,GBM-Grade IV-D9_1.jpg,1.6544613999971391,6.65001393101374,0.0274878471119222,2.314,27.649,32.768,2.264644335,0.926865357,52813814,1
182,GBM-Grade IV-D9_2.jpg,1.6220690056984055,5.558602159951912,0.0207821282720202,2.359,27.624,32.901,1.873946758,0.936366007,84978481,1
183,GBM-Grade IV-D9_3.jpg,1.630839328512918,6.391786180355929,0.0261507731155351,2.352,27.571,32.966,1.925082707,0.929827455,61146288,1
184,GBM-Grade IV-D9_4.jpg,1.641844114340218,6.200576882056852,0.0253464853809808,2.353,27.067,33.14,2.025926943,0.931002477,68889949,1
185,GBM-Grade IV-F2(1)_0.jpg,1.7186661718576377,5.852680557889957,0.0162439307913562,2.473,25.038,35.113,2.334604673,0.894594906,88924224,1
186,GBM-Grade IV-F2(1)_1.jpg,1.7219958360734746,5.837906160602301,0.0165972931179742,2.419,29.661,33.2,1.860539487,0.901787138,86602225,1
187,GBM-Grade IV-F2(1)_2.jpg,1.7213048730461764,6.032985244104366,0.0178918349749438,2.444,30.051,33.359,1.950617349,0.901673454,82592950,1
188,GBM-Grade IV-F2(1)_3.jpg,1.7122424633486986,5.803665158109904,0.0165532779912398,2.456,29.923,33.123,1.877532787,0.901415002,86631480,1
189,GBM-Grade IV-F2(1)_4.jpg,1.6927160969495991,5.200018420802468,0.0146484347654904,2.478,28.724,33.819,1.669730668,0.91040002,100041770,1
190,GBM-Grade IV-G3_0.jpg,1.3308071656521827,6.002612682590765,0.0202398635898323,2.257,38.202,30.608,1.01886456,0.967569164,59693391,1
191,GBM-Grade IV-G3_1.jpg,1.4000705119735288,5.888940715158873,0.0190282525377414,2.281,39.26,30.681,1.32065544,0.963884624,70928793,1
192,GBM-Grade IV-G3_2.jpg,1.3253295403143817,5.889913148945103,0.0193015062412608,2.239,41.607,29.899,1.331799512,0.96281757,66665472,1
193,GBM-Grade IV-G3_3.jpg,1.3730450554903064,5.310527193948858,0.0165012271626262,2.325,36.677,31.446,1.107054931,0.970753477,85679458,1
194,GBM-Grade IV-G3_4.jpg,1.3607019966901317,5.844182833413925,0.0182242793324148,2.218,51.607,27.963,1.392281184,0.965991884,73919121,1
195,GBM-Grade IV-E2_0.jpg,1.4263333343454474,5.544920252002808,0.0197071471129286,2.508,25.195,32.45,1.344898294,0.951880175,70967605,1
196,GBM-Grade IV-E2_1.jpg,1.480129582923441,6.1134758259417685,0.0238629940267184,2.261,31.958,28.985,1.200081656,0.949319502,52662371,1
197,GBM-Grade IV-E2_2.jpg,1.4557339959764624,6.348258430293595,0.0236899561756591,2.273,31.349,29.23,1.219126899,0.951136301,49243871,1
198,GBM-Grade IV-E2_3.jpg,1.4830727561987689,5.980471046515491,0.0229330539943894,2.338,29.517,29.988,1.46474534,0.945927526,58578134,1
199,GBM-Grade IV-E2_4.jpg,1.4304920350194337,5.8604495315512,0.0208718476719575,2.435,25.991,31.681,1.294307933,0.950568791,65995250,1
200,GBM-Grade IV-F2_0.jpg,1.7362680121254557,6.123283447182716,0.0177031183910207,2.354,32.76,31.795,2.154806092,0.898189977,77699965,1
201,GBM-Grade IV-F2_1.jpg,1.6806139615289928,5.282932126331244,0.0146205669623254,2.458,28.648,34.248,1.605622296,0.908557989,95579822,1
202,GBM-Grade IV-F2_2.jpg,1.693439341857846,5.695208024000793,0.0159497622212306,2.438,30.725,32.902,1.843974925,0.902506803,89499429,1
203,GBM-Grade IV-F2_3.jpg,1.7186927661727065,6.047274136535191,0.0177548152652636,2.413,31.124,32.608,1.95579632,0.898869321,81479174,1
204,GBM-Grade IV-F2_4.jpg,1.7505440419753024,6.36403015283092,0.0193641077518823,2.429,29.708,33.256,2.183454315,0.895057096,74909915,1
205,GBM-Grade IV-E4(2)_0.jpg,1.6781249656464374,5.772284127213016,0.0218263486095637,2.501,30.216,34.594,2.505142474,0.90313627,95532326,1
206,GBM-Grade IV-E4(2)_1.jpg,1.6656289812955918,5.366731307967865,0.0186026156821651,2.541,25.89,35.23,2.196585241,0.905427226,107856510,1
207,GBM-Grade IV-E4(2)_2.jpg,1.696096510326902,5.7869329459647885,0.0219130076330368,2.542,29.665,34.979,2.387447362,0.903702763,96580019,1
208,GBM-Grade IV-E4(2)_3.jpg,1.7143617643848934,6.189792037365714,0.0229717159231214,2.46,29.737,33.611,2.441281456,0.906233872,84020761,1
209,GBM-Grade IV-E4(2)_4.jpg,1.7031974475347362,6.28230595834524,0.025442426586074,2.501,30.57,34.275,2.83209342,0.898279576,82963608,1
210,GBM-Grade IV-E8(1)_0.jpg,1.7380302134836505,5.289167182665338,0.0214019842665365,2.799,15.693,40.171,2.735744613,0.876859772,107571186,1
211,GBM-Grade IV-E8(1)_1.jpg,1.757319876504909,5.847442646306063,0.0230363403418338,2.783,16.257,39.779,3.106009125,0.875172082,97560913,1
212,GBM-Grade IV-E8(1)_2.jpg,1.8189604826340489,6.876946174034932,0.0298242637145696,2.689,18.091,38.03,4.078563175,0.865343559,82981629,1
213,GBM-Grade IV-E8(1)_3.jpg,1.8192576260799729,6.779452937845645,0.0297077126012314,2.659,18.946,37.512,3.968273677,0.859059387,83435045,1
214,GBM-Grade IV-E8(1)_4.jpg,1.7640387938957554,5.821592603142872,0.0224606527787441,2.647,20.166,37.037,3.236994091,0.866956362,94541309,1
215,GBM-Grade IV-E3_0.jpg,1.6590809454470556,5.89375809031222,0.0210731141358955,2.546,27.101,33.151,1.427813045,0.926491621,77219355,1
216,GBM-Grade IV-E3_1.jpg,1.7100183146349242,6.726202290344543,0.025331262230149,2.456,31.244,31.905,1.999551261,0.906550506,52697791,1
217,GBM-Grade IV-E3_2.jpg,1.6617207583112572,5.9777906244845616,0.0215976677341964,2.555,25.091,34.041,1.525201154,0.920574951,77614407,1
218,GBM-Grade IV-E3_3.jpg,1.6459182009245052,6.284728744446714,0.0226508321347187,2.533,26.841,33.266,1.592127346,0.917019622,69251547,1
219,GBM-Grade IV-E3_4.jpg,1.6832212991945337,6.35653810746503,0.0240940362295346,2.514,26.379,33.224,1.649852169,0.915905286,66439623,1
220,GBM-Grade IV-E7(1)_0.jpg,1.749078449425569,6.154707553079816,0.0239926627999047,2.676,18.913,38.553,3.336161254,0.862998454,85027918,1
221,GBM-Grade IV-E7(1)_1.jpg,1.7626760325172257,6.001176246200836,0.0235484779462832,2.639,20.359,37.534,3.750674838,0.867396502,90611841,1
222,GBM-Grade IV-E7(1)_2.jpg,1.7414337683210737,5.734298467994966,0.0220588128368205,2.684,18.912,38.558,3.04458712,0.867602946,94752013,1
223,GBM-Grade IV-E7(1)_3.jpg,1.7227925336884276,5.4846421326328665,0.0219914602478477,2.682,26.605,36.949,3.366388961,0.871084727,97903245,1
224,GBM-Grade IV-E7(1)_4.jpg,1.7901575777139995,6.676425373484074,0.0312506776092868,2.65,19.576,37.98,4.201511899,0.854826109,76741718,1
225,GBM-Grade IV-G5_0.jpg,1.6614425020116523,5.965843443503882,0.0183237926533766,2.514,33.399,30.424,1.463154953,0.917345218,61454745,1
226,GBM-Grade IV-G5_1.jpg,1.6590986791448734,5.60611665374704,0.0171082579207696,2.556,34.156,30.291,1.221116963,0.925652027,74804539,1
227,GBM-Grade IV-G5_2.jpg,1.6935689116831536,5.891565582755953,0.0180461049825738,2.593,28.605,32.342,1.164341606,0.918789574,68099958,1
228,GBM-Grade IV-G5_3.jpg,1.6601311175943263,6.442857541725616,0.0227195219949164,2.379,54.16,25.961,1.593208223,0.914889696,48061934,1
229,GBM-Grade IV-G5_4.jpg,1.631041900403271,4.803973348007501,0.0140277457384457,2.388,80.505,22.652,1.065416649,0.928668416,91304870,1
230,GBM-Grade IV-G4_0.jpg,1.1403114066942768,5.700750177711887,0.0211520151951076,2.307,44.215,29.21,2.110033256,0.964914753,70833743,1
231,GBM-Grade IV-G4_1.jpg,1.2190898925648417,5.485294696088325,0.0191475623698105,2.299,39.334,29.971,1.773713687,0.976400404,75221593,1
232,GBM-Grade IV-G4_2.jpg,1.1994199079440029,5.48199640274985,0.0187167243272421,2.3,38.13,30.139,2.143999454,0.973544692,73498903,1
233,GBM-Grade IV-G4_3.jpg,1.2015819304579598,5.99161862832445,0.0208661244183256,2.248,53.639,27.328,1.830587523,0.969535929,59420618,1
234,GBM-Grade IV-G4_4.jpg,1.2199476237009377,5.22491110801703,0.0173564819214685,2.343,40.204,29.972,1.993224387,0.98029428,85294398,1
235,GBM-Grade IV-D5_0.jpg,1.7337329745618428,6.270160041861092,0.0199405373199693,2.379,29.499,32.165,2.5799607,0.880600692,68294310,1
236,GBM-Grade IV-D5_1.jpg,1.7091044290570874,5.686570210608855,0.018357548378875,2.457,26.425,33.359,2.487041379,0.8916577,82864482,1
237,GBM-Grade IV-D5_2.jpg,1.6929288386693155,5.796617905045618,0.0169043979776113,2.454,24.66,33.984,2.61979943,0.894243679,79277541,1
238,GBM-Grade IV-D5_3.jpg,1.7087072058549584,5.04033955138527,0.0151232787120437,2.451,30.876,31.979,2.210204065,0.899717515,94008337,1
239,GBM-Grade IV-D5_4.jpg,1.7389291847252606,6.222937542938266,0.0192045880113521,2.311,35.359,30.221,2.916816365,0.888763759,64736590,1
240,GBM-Grade IV-F10(1)_0.jpg,1.740464212790479,6.450473747487084,0.0425254551403938,2.791,16.111,40.895,3.636165416,0.868863419,86379664,1
241,GBM-Grade IV-F10(1)_1.jpg,1.740594698431133,5.892110071422179,0.0403331263687233,2.929,13.075,43.696,3.274229014,0.882201298,96398916,1
242,GBM-Grade IV-F10(1)_2.jpg,1.773458062933402,6.614598368121112,0.0467354309489212,2.929,13.119,43.706,3.504069678,0.87783547,85069727,1
243,GBM-Grade IV-F10(1)_3.jpg,1.7594009142085738,5.994514978027127,0.0410774381046624,2.898,13.639,43.12,3.291134529,0.875798114,94755361,1
244,GBM-Grade IV-F10(1)_4.jpg,1.779079929026289,6.917858438933491,0.0497447096003083,2.866,14.02,42.495,3.634941093,0.882842764,80592379,1
245,GBM-Grade IV-E1_0.jpg,1.553294287934494,5.187179815652041,0.0110285856777859,2.214,89.492,21.514,1.581181488,0.933704188,81304689,1
246,GBM-Grade IV-E1_1.jpg,1.5922258384936556,5.244986525373385,0.0112817786784128,2.471,30.657,31.356,1.670906007,0.926508194,86972672,1
247,GBM-Grade IV-E1_2.jpg,1.626500410439852,5.5937592254069655,0.0131575056772134,2.319,63.348,24.781,1.512681082,0.930206626,74865755,1
248,GBM-Grade IV-E1_3.jpg,1.656889519751162,6.419420288215898,0.0151223886191306,2.349,35.709,29.381,1.620788167,0.926071107,55471519,1
249,GBM-Grade IV-E1_4.jpg,1.6873373867118,6.244478208729945,0.0142755920723566,2.285,43.391,27.285,1.748901275,0.926767088,56963890,1
250,GBM-Grade IV-G6_0.jpg,1.6018343685361942,5.428446112771653,0.0185484160523658,2.385,74.633,25.967,1.10058058,0.949238553,83685404,1
251,GBM-Grade IV-G6_1.jpg,1.5397041094285948,4.935332159054087,0.0147364160065977,2.435,49.213,28.663,1.23050416,0.946549391,92478564,1
252,GBM-Grade IV-G6_2.jpg,1.5832120923039676,5.706495658863091,0.0189333022369966,2.305,72.553,26.248,1.239822039,0.939467574,74131016,1
253,GBM-Grade IV-G6_3.jpg,1.607561476819911,5.523260507622485,0.0182322800472924,2.373,67.278,26.568,1.161071562,0.942169296,79814024,1
254,GBM-Grade IV-G6_4.jpg,1.609744918748303,5.714744669125162,0.0192989878665252,2.42,50.443,28.373,1.222236575,0.938000398,72701739,1
255,GBM-Grade IV-G7_0.jpg,1.8035547470127176,6.124283315409172,0.0200060675861226,2.505,32.749,33.083,3.227087304,0.910568773,109640065,1
256,GBM-Grade IV-G7_1.jpg,1.7464214451208098,5.579660569326574,0.0172254446644902,2.537,33.077,33.163,3.322617588,0.880419758,104963220,1
257,GBM-Grade IV-G7_2.jpg,1.7785216032383568,5.46208551719943,0.0167699741611037,2.568,41.874,32.443,3.005809501,0.87591442,102545984,1
258,GBM-Grade IV-G7_3.jpg,1.7788582554166086,5.573412852246837,0.0168000518746238,2.577,29.631,34.433,2.883218966,0.88019773,102698314,1
259,GBM-Grade IV-G7_4.jpg,1.746892858375949,5.573101350349695,0.016694320404616,2.47,34.582,32.312,3.512183593,0.873306098,100726801,1
260,GBM-Grade IV-F1(2)_0.jpg,1.707443847206736,5.958819463303255,0.0275782622040884,2.481,24.612,35.196,3.366176534,0.87785152,102338357,1
261,GBM-Grade IV-F1(2)_1.jpg,1.7587291156143752,6.3399182394445495,0.0311586093211708,2.661,23.723,37.584,3.292598158,0.875930084,94770248,1
262,GBM-Grade IV-F1(2)_2.jpg,1.760792915483883,6.576347523161656,0.0277295984030687,2.496,31.943,34.052,3.259935678,0.875918634,93465049,1
263,GBM-Grade IV-F1(2)_3.jpg,1.7042985161964883,5.873350599012984,0.027141461666979,2.57,23.181,36.591,2.592212457,0.888888579,107681897,1
264,GBM-Grade IV-F1(2)_4.jpg,1.7520394917832596,6.6291189336039,0.0252474020620443,2.442,28.268,34.07,3.313119436,0.881249868,90547737,1
265,GBM-Grade IV-F7_0.jpg,1.6010192140160735,5.596980569408099,0.0182941636871811,2.294,33.224,31.313,2.144204404,0.918435899,83804732,1
266,GBM-Grade IV-F7_1.jpg,1.5798118576049685,5.697579323584539,0.0194628955498281,2.299,33.102,31.522,2.147163448,0.919416649,76899822,1
267,GBM-Grade IV-F7_2.jpg,1.6019052445695134,5.669637498658204,0.0202063114551094,2.316,33.581,31.419,2.064104269,0.918373872,79560803,1
268,GBM-Grade IV-F7_3.jpg,1.6183367264981268,5.759943517057244,0.0197985305755758,2.348,30.438,32.28,2.097359738,0.917398318,80365360,1
269,GBM-Grade IV-F7_4.jpg,1.6398476429761066,6.209529925442616,0.0254219112018053,2.341,29.201,32.85,2.193000668,0.912422165,67184025,1
270,GBM-Grade IV-G10_0.jpg,1.6529583551859377,6.12041498512954,0.0259804424062262,2.486,27.033,33.881,1.426018854,0.928114511,61571977,1
271,GBM-Grade IV-G10_1.jpg,1.7417252789204165,6.801210506504974,0.0298689597078141,2.502,24.698,34.764,1.771548613,0.913431167,46229060,1
272,GBM-Grade IV-G10_2.jpg,1.6904144595393702,6.043085383032729,0.025258808986475,2.566,21.928,36.346,1.373211506,0.926463538,66143843,1
273,GBM-Grade IV-G10_3.jpg,1.648007973876031,5.639608352801053,0.0236714582428181,2.555,24.46,35.104,1.276734946,0.937731129,75188837,1
274,GBM-Grade IV-G10_4.jpg,1.6383709781505,5.722406170579261,0.0222041482710038,2.566,24.872,35.154,1.2800856,0.932615894,77427781,1
275,GBM-Grade IV-D6_0.jpg,1.6760882194949869,4.631757351597073,0.0123444861111825,2.523,143.397,27.492,2.075108483,0.902449892,109765901,1
276,GBM-Grade IV-D6_1.jpg,1.741455962453111,5.309624815536899,0.0139863176812059,2.444,29.596,33.568,2.281098568,0.893876075,96679301,1
277,GBM-Grade IV-D6_2.jpg,1.6903281122059426,5.101075411781444,0.0139090938278835,2.506,40.726,32.876,2.312630809,0.8947818,101360462,1
278,GBM-Grade IV-D6_3.jpg,1.7855263414965166,6.424072488962984,0.0188082006158054,2.439,27.393,34.244,3.072250004,0.87857674,74069704,1
279,GBM-Grade IV-D6_4.jpg,1.697502174387736,4.90571962646261,0.0129371945741736,2.579,26.4,35.809,2.169109946,0.899710756,107434594,1
280,GBM-Grade IV-F1_0.jpg,1.7509267955453358,6.469209871894018,0.0247720089232141,2.496,26.444,34.934,3.256382816,0.877754648,95773699,1
281,GBM-Grade IV-F1_1.jpg,1.7483013398582012,6.362051997422801,0.0245699288754288,2.487,26.756,34.704,3.153081867,0.880821509,97051207,1
282,GBM-Grade IV-F1_2.jpg,1.7432784353186053,6.034678775871388,0.0266786635824258,2.651,38.124,34.657,2.96850551,0.885094944,104297169,1
283,GBM-Grade IV-F1_3.jpg,1.7277320194296653,5.849093505502752,0.027710764103795,2.696,25.337,37.852,2.744974122,0.876736449,103925851,1
284,GBM-Grade IV-F1_4.jpg,1.7381579512578176,5.868355039455289,0.0272790144299972,2.658,21.046,38.157,2.832367402,0.880581759,102481180,1
285,GBM-Grade IV-F6_0.jpg,1.7219687822087495,5.564376889476147,0.0107342497357274,2.253,41.63,28.771,2.654735659,0.896145164,97258850,1
286,GBM-Grade IV-F6_1.jpg,1.7357253051508943,5.498729293920967,0.0114382023320992,2.247,39.929,28.949,2.478067019,0.899707979,102873565,1
287,GBM-Grade IV-F6_2.jpg,1.7586312743064827,5.779170902572659,0.0124261530340135,2.274,37.991,29.545,2.793979232,0.892724992,94582461,1
288,GBM-Grade IV-F6_3.jpg,1.7259869386100062,4.999109339600801,0.0103088727932977,2.434,75.604,27.469,2.431943856,0.90059741,113178861,1
289,GBM-Grade IV-F6_4.jpg,1.7186539179096647,5.348116922569424,0.0112928755831353,2.351,51.395,29.207,2.520814758,0.896618442,103735972,1
290,GBM-Grade IV-F5_0.jpg,1.6873540556421045,5.699892615477277,0.0181104961238947,2.533,26.145,35.402,2.21830141,0.900429329,89220087,1
291,GBM-Grade IV-F5_1.jpg,1.7409913995857853,6.630386189110936,0.0227566790993845,2.465,27.182,34.465,2.74879301,0.89787052,65247259,1
292,GBM-Grade IV-F5_2.jpg,1.70137230915039,5.894902920538051,0.02173142516896,2.407,25.112,34.819,2.30776098,0.902027017,82598035,1
293,GBM-Grade IV-F5_3.jpg,1.6956862563247337,5.841535994187426,0.0182328498401179,2.51,26.245,35.093,2.401119716,0.897649016,87956659,1
294,GBM-Grade IV-F5_4.jpg,1.6935990611076883,5.866954482603028,0.0195237479029977,2.54,25.862,35.491,2.300191213,0.901442478,84389646,1
295,GBM-Grade IV-F10(2)_0.jpg,1.7064686141246672,5.7988780208648185,0.0368842223653227,2.807,15.693,41.135,3.442693139,0.874899646,97520519,1
296,GBM-Grade IV-F10(2)_1.jpg,1.7075977319870834,5.255947237459608,0.0331219944344002,2.881,14.625,42.335,3.098194162,0.878458,106468897,1
297,GBM-Grade IV-F10(2)_2.jpg,1.746464324075674,6.487750840772057,0.0442013223685522,2.804,15.699,41.012,3.545875993,0.878985193,85046356,1
298,GBM-Grade IV-F10(2)_3.jpg,1.7627879081687663,6.425945113973049,0.0447998366933674,2.891,14.38,42.871,3.565429677,0.876907761,86711461,1
299,GBM-Grade IV-F10(2)_4.jpg,1.7618489388123353,5.983052689178049,0.03980442949871,2.95,12.761,44.139,3.164569714,0.877260686,95664865,1
300,GBM-Grade IV-G9_0.jpg,1.7371751327656628,6.64304824095199,0.0305436889006046,2.578,20.923,36.028,2.224995874,0.904583646,61803985,1
301,GBM-Grade IV-G9_1.jpg,1.682051401699878,6.235099895487438,0.026639824942966,2.487,22.508,34.9,2.301544688,0.905761707,70287587,1
302,GBM-Grade IV-G9_2.jpg,1.6729212878964443,5.757362116031938,0.024660868101558,2.575,24.142,34.825,1.88933561,0.912151068,83136921,1
303,GBM-Grade IV-G9_3.jpg,1.7058594984893278,6.319786033480354,0.0285198601719305,2.537,22.269,35.217,2.172625507,0.90715523,67762657,1
304,GBM-Grade IV-G9_4.jpg,1.680368197197576,6.055493108917663,0.0264531477034822,2.614,37.954,33.256,1.940800962,0.90744255,76299298,1
305,GBM-Grade IV-E4_0.jpg,1.722885979111522,6.485486907750151,0.024867892059418,2.454,30.68,33.241,2.652021262,0.905455375,77467293,1
306,GBM-Grade IV-E4_1.jpg,1.6899854254026656,5.665473827518191,0.0195665153702214,2.505,26.604,34.678,2.365515618,0.911236925,99359331,1
307,GBM-Grade IV-E4_2.jpg,1.6755028065692552,6.349483809402107,0.0220243466578105,2.42,31.714,32.929,2.786328948,0.902719461,83972756,1
308,GBM-Grade IV-E4_3.jpg,1.6890152982517284,6.384702562529911,0.0239715363567459,2.403,34.459,31.854,2.590065535,0.904716157,81301450,1
309,GBM-Grade IV-E4_4.jpg,1.6947337655745025,6.2901456883506,0.0244624928783992,2.488,29.163,34.144,2.621652311,0.902750987,85346126,1
310,GBM-Grade IV-F4_0.jpg,1.667316301574471,4.994345399465913,0.0151179239933662,2.589,25.459,35.053,1.931877409,0.931854774,97379076,1
311,GBM-Grade IV-F4_1.jpg,1.7517509564128544,6.169573004379477,0.0204585731786339,2.433,31.852,32.174,2.524570323,0.919916997,69312718,1
312,GBM-Grade IV-F4_2.jpg,1.6921503664823196,5.766467999579668,0.0198139480815874,2.509,49.637,31.356,2.363861567,0.92510722,81699241,1
313,GBM-Grade IV-F4_3.jpg,1.684132665978998,5.375494393839256,0.0162332338268307,2.481,32.287,32.288,2.14676573,0.926106665,90611703,1
314,GBM-Grade IV-F4_4.jpg,1.6842056800315022,5.65580006607795,0.0174159318826228,2.46,50.403,29.387,2.042863143,0.92611129,87304648,1
315,GBM-Grade IV-E4(1)_0.jpg,1.721815997399444,6.753341153067516,0.0287012564632309,2.464,32.169,33.819,2.696679529,0.897900185,73092859,1
316,GBM-Grade IV-E4(1)_1.jpg,1.6824769953361909,5.894957940949708,0.021383705540092,2.522,25.355,35.42,2.552078235,0.905504649,91182460,1
317,GBM-Grade IV-E4(1)_2.jpg,1.668368991244355,5.779066426293361,0.0199055485723239,2.473,30.106,33.586,2.323883303,0.906418691,98399511,1
318,GBM-Grade IV-E4(1)_3.jpg,1.6663936479516936,5.932355447185087,0.0203565816727513,2.42,31.449,32.719,2.432842283,0.90414481,92881781,1
319,GBM-Grade IV-E4(1)_4.jpg,1.6518414514766948,5.429545401101798,0.0189566394156078,2.512,27.764,34.329,2.050964394,0.911472147,106967169,1
320,GBM-Grade IV-E7_0.jpg,1.7001403526880408,5.062107102682474,0.0183047923067609,2.723,17.888,39.241,2.888750761,0.87263503,103704548,1
321,GBM-Grade IV-E7_1.jpg,1.7963750492684554,6.260470819048446,0.0244464002481637,2.645,20.106,37.711,3.590255668,0.864214208,84228048,1
322,GBM-Grade IV-E7_2.jpg,1.7399704042289286,5.5228049334296125,0.0209968331329001,2.705,18.352,38.889,3.078409142,0.869942227,96284576,1
323,GBM-Grade IV-E7_3.jpg,1.7783762729697834,5.789734624038781,0.0225491457111223,2.652,19.404,38.088,3.310042897,0.869269202,88935558,1
324,GBM-Grade IV-E7_4.jpg,1.7169565891106169,5.087077901202502,0.019400510383446,2.773,17.216,40.046,2.776194234,0.875306476,104044535,1
325,GBM-Grade IV-F3_0.jpg,1.6988070847098873,6.056766588443404,0.0211030576865496,2.504,28.436,33.601,1.94534615,0.914516135,63643177,1
326,GBM-Grade IV-F3_1.jpg,1.679972775475748,5.577485289091248,0.0187713746485976,2.55,26.004,34.375,1.932608412,0.922403238,75058104,1
327,GBM-Grade IV-F3_2.jpg,1.7327213554688297,6.4567081179195736,0.0233909772033925,2.496,27.006,33.777,2.188924201,0.906081565,53298442,1
328,GBM-Grade IV-F3_3.jpg,1.6820391300893007,5.681204340174776,0.0186224743263585,2.533,26.055,34.111,1.835268117,0.922166672,75726501,1
329,GBM-Grade IV-F3_4.jpg,1.7135921095151647,5.918593872806398,0.0193292250598551,2.518,26.943,33.957,2.076274366,0.916827345,69653089,1
330,GBM-Grade IV-D10_0.jpg,1.5759963686774547,5.899896192500239,0.023474822647643,2.396,30.452,31.476,1.731492287,0.941350315,74668648,1
331,GBM-Grade IV-D10_1.jpg,1.6123566939966905,6.14711220650171,0.027677128768232,2.337,33.079,30.547,1.765416682,0.94014006,62494077,1
332,GBM-Grade IV-D10_2.jpg,1.647187528216452,6.81429260004347,0.0335725029170914,2.254,36.203,29.304,1.909586527,0.932046533,40020509,1
333,GBM-Grade IV-D10_3.jpg,1.6839901787654143,7.02846856339126,0.0343476702855146,2.251,36.279,29.373,2.197905267,0.924451854,34537032,1
334,GBM-Grade IV-D10_4.jpg,1.5888148249316572,5.656058223751165,0.0268802622764051,2.385,28.715,31.805,1.718363016,0.940488376,72490296,1
335,D2_0.jpg,1.4707983069421728,6.288454182797702,0.0304365499812273,2.124,78.37,44.21,1.803634965,0.948067316,297502216,1
336,D2_1.jpg,1.5252009862536098,6.861280572815391,0.0395820215308082,2.026,95.433,41.07,1.977421148,0.942509043,211537757,1
337,D2_2.jpg,1.5047027461245297,6.80279213149486,0.0385640745495279,2.026,92.389,41.773,2.024428735,0.939319589,223081406,1
338,D2_3.jpg,1.5005735182511717,6.693709289519148,0.0369174645956399,2.006,108.169,39.54,1.999719026,0.940562335,238608401,1
339,D2_4.jpg,1.4817789457320607,6.586850595640414,0.0354680754696452,2.101,75.934,45.04,1.908549807,0.944979807,255948656,1
340,C2_0.jpg,1.591918078625307,6.415332036309392,0.0465699060173893,2.203,51.798,46.822,1.723664544,0.957792933,248737738,1
341,C2_1.jpg,1.510443457938348,6.746721422061211,0.0539366744947806,2.095,40.395,46.948,2.008533863,0.952614498,200065095,1
342,C2_2.jpg,1.5613792797312662,7.289741836477382,0.0681682637138353,2.029,44.16,45.559,2.027984803,0.947651632,132981264,1
343,C2_3.jpg,1.574316144431425,7.347848956674544,0.0691948226297878,1.976,46.91,44.013,2.296630388,0.946126327,115779494,1
344,C2_4.jpg,1.506064692392378,6.707750348108775,0.0512917253683773,2.118,42.721,46.35,2.024320796,0.952031501,207613912,1
345,B2_0.jpg,1.7137902722476903,6.305620401843831,0.0219474799511945,2.199,50.579,46.084,3.99654391,0.894905762,246820428,1
346,B2_1.jpg,1.7343798394580965,7.098491908856233,0.0292136092202995,1.952,87.045,38.892,5.593554483,0.881157633,186052076,1
347,B2_2.jpg,1.7001577143095523,6.036511630185178,0.0198329964531695,2.271,42.982,48.546,3.618766201,0.898072412,266922029,1
348,B2_3.jpg,1.718972778346915,6.832498940366912,0.0269050323728073,2.101,75.525,42.392,4.567302828,0.888383604,208916470,1
349,B2_4.jpg,1.701397087775514,5.872594889577556,0.0190437928897677,2.282,39.448,49.485,3.477903806,0.899884445,274400894,1
350,D1_0.jpg,1.5536295223131753,6.5365124347115735,0.0139522126238584,1.788,91.726,38.824,63.9589727,0.922476644,438601741,1
351,D1_1.jpg,1.7325952455620612,5.873831517959906,0.009942724646794,1.931,75.837,43.239,2.629306072,0.902294193,272800791,1
352,D1_2.jpg,1.7538344305917417,5.97514502205419,0.0105632743449773,1.967,75.005,42.701,2.582197277,0.899033414,264940732,1
353,D1_3.jpg,1.784643614537574,6.2401731156651,0.0114283499566096,1.918,79.607,41.559,2.840264011,0.889348758,236347219,1
354,D1_4.jpg,1.7236568436565805,5.810749042225374,0.0095508626060407,1.914,73.977,43.046,2.628073561,0.901915799,279815175,1
355,A4_0.jpg,1.7019140638712982,6.121054950735216,0.010235056335558,1.844,93.723,37.055,2.366934666,0.906886301,227543647,1
356,A4_1.jpg,1.6654282371953264,6.191854814573493,0.0109063962942542,1.915,211.766,27.861,2.257754024,0.914946191,215773130,1
357,A4_2.jpg,1.6678932520847516,5.907465509451424,0.0091825931118804,1.814,74.507,39.428,2.319012098,0.910133858,250468475,1
358,A4_3.jpg,1.695924743671479,6.104140153884119,0.0099316847201296,1.935,99.182,36.48,2.148045205,0.915462861,232373285,1
359,A4_4.jpg,1.6758516202974758,6.013077861507815,0.0096726030371339,1.861,114.816,35.518,2.280767117,0.906190339,247443695,1
360,A6_0.jpg,1.4032229059877224,6.4325963086841655,0.0137541295816942,1.776,1204.323,13.137,1.667750391,0.958499761,170350752,1
361,A6_1.jpg,1.4140207576754522,6.363038593466135,0.0131862458756972,1.835,859.629,15.9,1.574832531,0.957288359,184960324,1
362,A6_2.jpg,1.4172219874916363,6.501825260228917,0.0143557834542599,1.751,837.06,15.963,1.812197151,0.955636084,159227802,1
